time,27-11-2023_16-33-32
1970-01-01 00:02:43,260.607
1970-01-01 00:02:44,252.927
1970-01-01 00:02:45,259.071
1970-01-01 00:02:46,262.143
1970-01-01 00:02:47,266.751
1970-01-01 00:02:48,265.727
1970-01-01 00:02:49,264.703
1970-01-01 00:02:50,317.439
1970-01-01 00:02:51,269.311
1970-01-01 00:02:52,263.679
1970-01-01 00:02:53,262.143
1970-01-01 00:02:54,258.047
1970-01-01 00:02:55,262.655
1970-01-01 00:02:56,265.727
1970-01-01 00:02:57,263.679
1970-01-01 00:02:58,261.119
1970-01-01 00:02:59,332.799
1970-01-01 00:03:00,266.239
1970-01-01 00:03:01,256.511
1970-01-01 00:03:02,277.503
1970-01-01 00:03:03,264.191
1970-01-01 00:03:04,299.007
1970-01-01 00:03:05,260.095
1970-01-01 00:03:06,262.143
1970-01-01 00:03:07,259.583
1970-01-01 00:03:08,286.207
1970-01-01 00:03:09,282.111
1970-01-01 00:03:10,266.751
1970-01-01 00:03:11,271.871
1970-01-01 00:03:12,275.455
1970-01-01 00:03:13,260.095
1970-01-01 00:03:14,257.535
1970-01-01 00:03:15,262.655
1970-01-01 00:03:16,271.871
1970-01-01 00:03:17,257.023
1970-01-01 00:03:18,259.583
1970-01-01 00:03:19,260.607
1970-01-01 00:03:20,257.535
1970-01-01 00:03:21,253.439
1970-01-01 00:03:22,260.095
1970-01-01 00:03:23,265.727
1970-01-01 00:03:24,266.239
1970-01-01 00:03:25,258.047
1970-01-01 00:03:26,260.607
1970-01-01 00:03:27,261.631
1970-01-01 00:03:28,257.023
1970-01-01 00:03:29,255.999
1970-01-01 00:03:30,271.871
1970-01-01 00:03:31,253.951
1970-01-01 00:03:32,264.191
1970-01-01 00:03:33,322.559
1970-01-01 00:03:34,287.231
1970-01-01 00:03:35,326.655
1970-01-01 00:03:36,306.175
1970-01-01 00:03:37,276.479
1970-01-01 00:03:38,269.823
1970-01-01 00:03:39,254.463
1970-01-01 00:03:40,257.023
1970-01-01 00:03:41,319.487
1970-01-01 00:03:42,249.343
1970-01-01 00:03:43,256.511
1970-01-01 00:03:44,258.559
1970-01-01 00:03:45,257.023
1970-01-01 00:03:46,260.607
1970-01-01 00:03:47,264.703
1970-01-01 00:03:48,260.607
1970-01-01 00:03:49,257.535
1970-01-01 00:03:50,254.975
1970-01-01 00:03:51,270.847
1970-01-01 00:03:52,275.455
1970-01-01 00:03:53,266.751
1970-01-01 00:03:54,272.383
1970-01-01 00:03:55,255.999
1970-01-01 00:03:56,264.703
1970-01-01 00:03:57,334.335
1970-01-01 00:03:58,260.607
1970-01-01 00:03:59,267.775
1970-01-01 00:04:00,268.287
1970-01-01 00:04:01,273.407
1970-01-01 00:04:02,297.471
1970-01-01 00:04:03,336.383
1970-01-01 00:04:04,329.215
1970-01-01 00:04:05,283.647
1970-01-01 00:04:06,328.703
1970-01-01 00:04:07,340.991
1970-01-01 00:04:08,330.751
1970-01-01 00:04:09,273.919
1970-01-01 00:04:10,269.311
1970-01-01 00:04:11,274.943
1970-01-01 00:04:12,261.631
1970-01-01 00:04:13,259.583
1970-01-01 00:04:14,313.855
1970-01-01 00:04:15,319.999
1970-01-01 00:04:16,254.975
1970-01-01 00:04:17,260.095
1970-01-01 00:04:18,284.159
1970-01-01 00:04:19,258.047
1970-01-01 00:04:20,258.559
1970-01-01 00:04:21,255.999
1970-01-01 00:04:22,307.711
1970-01-01 00:04:23,252.415
1970-01-01 00:04:24,327.679
1970-01-01 00:04:25,309.247
1970-01-01 00:04:26,325.631
1970-01-01 00:04:27,275.967
1970-01-01 00:04:28,326.655
1970-01-01 00:04:29,275.455
1970-01-01 00:04:30,269.311
1970-01-01 00:04:31,325.631
1970-01-01 00:04:32,287.743
1970-01-01 00:04:33,258.559
1970-01-01 00:04:34,334.847
1970-01-01 00:04:35,284.159
1970-01-01 00:04:36,272.383
1970-01-01 00:04:37,265.727
1970-01-01 00:04:38,306.687
1970-01-01 00:04:39,302.591
1970-01-01 00:04:40,327.167
1970-01-01 00:04:41,309.759
1970-01-01 00:04:42,262.143
1970-01-01 00:04:43,268.799
1970-01-01 00:04:44,264.191
1970-01-01 00:04:45,257.535
1970-01-01 00:04:46,261.119
1970-01-01 00:04:47,327.167
1970-01-01 00:04:48,312.831
1970-01-01 00:04:49,320.511
1970-01-01 00:04:50,265.215
1970-01-01 00:04:51,287.743
1970-01-01 00:04:52,334.847
1970-01-01 00:04:53,332.799
1970-01-01 00:04:54,332.799
1970-01-01 00:04:55,329.727
1970-01-01 00:04:56,336.383
1970-01-01 00:04:57,294.911
1970-01-01 00:04:58,318.975
1970-01-01 00:04:59,330.751
1970-01-01 00:05:00,267.775
1970-01-01 00:05:01,255.999
1970-01-01 00:05:02,271.359
1970-01-01 00:05:03,331.775
1970-01-01 00:05:04,326.143
1970-01-01 00:05:05,286.719
1970-01-01 00:05:06,274.943
1970-01-01 00:05:07,311.295
1970-01-01 00:05:08,288.255
1970-01-01 00:05:09,263.167
1970-01-01 00:05:10,268.287
1970-01-01 00:05:11,262.143
1970-01-01 00:05:12,308.735
1970-01-01 00:05:13,255.487
1970-01-01 00:05:14,264.703
1970-01-01 00:05:15,269.311
1970-01-01 00:05:16,317.439
1970-01-01 00:05:17,252.415
1970-01-01 00:05:18,313.855
1970-01-01 00:05:19,258.559
1970-01-01 00:05:20,257.535
1970-01-01 00:05:21,258.559
1970-01-01 00:05:22,259.071
1970-01-01 00:05:23,263.167
1970-01-01 00:05:24,326.143
1970-01-01 00:05:25,331.775
1970-01-01 00:05:26,257.023
1970-01-01 00:05:27,315.391
1970-01-01 00:05:28,257.023
1970-01-01 00:05:29,342.527
1970-01-01 00:05:30,329.727
1970-01-01 00:05:31,336.383
1970-01-01 00:05:32,265.727
1970-01-01 00:05:33,267.263
1970-01-01 00:05:34,264.703
1970-01-01 00:05:35,270.847
1970-01-01 00:05:36,260.607
1970-01-01 00:05:37,261.119
1970-01-01 00:05:38,267.775
1970-01-01 00:05:39,270.847
1970-01-01 00:05:40,260.607
1970-01-01 00:05:41,265.215
1970-01-01 00:05:42,270.847
1970-01-01 00:05:43,278.015
1970-01-01 00:05:44,265.215
1970-01-01 00:05:45,265.215
1970-01-01 00:05:46,278.015
1970-01-01 00:05:47,270.335
1970-01-01 00:05:48,264.191
1970-01-01 00:05:49,263.679
1970-01-01 00:05:50,274.431
1970-01-01 00:05:51,264.191
1970-01-01 00:05:52,278.015
1970-01-01 00:05:53,263.167
1970-01-01 00:05:54,255.999
1970-01-01 00:05:55,251.903
1970-01-01 00:05:56,254.463
1970-01-01 00:05:57,261.119
1970-01-01 00:05:58,261.631
