time,27-11-2023_16-33-32
1970-01-01 00:00:00,261.631
1970-01-01 00:00:01,264.191
1970-01-01 00:00:02,264.703
1970-01-01 00:00:03,264.191
1970-01-01 00:00:04,263.167
1970-01-01 00:00:05,264.703
1970-01-01 00:00:06,265.215
1970-01-01 00:00:07,265.727
1970-01-01 00:00:08,266.239
1970-01-01 00:00:09,266.751
1970-01-01 00:00:10,268.799
1970-01-01 00:00:11,267.263
1970-01-01 00:00:12,265.727
1970-01-01 00:00:13,263.679
1970-01-01 00:00:14,263.679
1970-01-01 00:00:15,263.167
1970-01-01 00:00:16,263.679
1970-01-01 00:00:17,264.191
1970-01-01 00:00:18,263.679
1970-01-01 00:00:19,262.655
1970-01-01 00:00:20,262.655
1970-01-01 00:00:21,263.167
1970-01-01 00:00:22,263.167
1970-01-01 00:00:23,262.655
1970-01-01 00:00:24,262.143
1970-01-01 00:00:25,261.631
1970-01-01 00:00:26,261.631
1970-01-01 00:00:27,262.143
1970-01-01 00:00:28,262.143
1970-01-01 00:00:29,262.143
1970-01-01 00:00:30,261.631
1970-01-01 00:00:31,261.631
1970-01-01 00:00:32,261.631
1970-01-01 00:00:33,262.143
1970-01-01 00:00:34,262.143
1970-01-01 00:00:35,262.143
1970-01-01 00:00:36,262.143
1970-01-01 00:00:37,262.655
1970-01-01 00:00:38,262.655
1970-01-01 00:00:39,262.655
1970-01-01 00:00:40,262.655
1970-01-01 00:00:41,263.167
1970-01-01 00:00:42,263.167
1970-01-01 00:00:43,263.167
1970-01-01 00:00:44,262.655
1970-01-01 00:00:45,262.655
1970-01-01 00:00:46,262.143
1970-01-01 00:00:47,262.655
1970-01-01 00:00:48,262.655
1970-01-01 00:00:49,262.655
1970-01-01 00:00:50,262.655
1970-01-01 00:00:51,262.655
1970-01-01 00:00:52,263.167
1970-01-01 00:00:53,263.167
1970-01-01 00:00:54,263.679
1970-01-01 00:00:55,263.679
1970-01-01 00:00:56,264.191
1970-01-01 00:00:57,264.191
1970-01-01 00:00:58,264.191
1970-01-01 00:00:59,263.679
1970-01-01 00:01:00,263.679
1970-01-01 00:01:01,263.679
1970-01-01 00:01:02,263.167
1970-01-01 00:01:03,263.167
1970-01-01 00:01:04,263.167
1970-01-01 00:01:05,263.167
1970-01-01 00:01:06,263.679
1970-01-01 00:01:07,263.679
1970-01-01 00:01:08,263.679
