time,no-latency,10ms-latency-100ms,10ms-latency-200ms,10ms-latency-300ms,10ms-latency-400ms,10ms-latency-500ms
1970-01-01 00:00:00,1627.135,21774.335,21741.567,21905.407,21938.175,21692.415
1970-01-01 00:00:10,1627.135,21774.335,21708.799,21921.791,21856.255,21692.415
1970-01-01 00:00:20,1623.039,21823.487,21708.799,21905.407,21905.407,21676.031
1970-01-01 00:00:30,1624.063,21823.487,21725.183,21872.639,21872.639,21692.415
1970-01-01 00:00:40,1628.159,21823.487,21725.183,21872.639,21856.255,21725.183
1970-01-01 00:00:50,1634.303,21807.103,21725.183,21856.255,21856.255,21725.183
1970-01-01 00:01:00,1637.375,21823.487,21725.183,21889.023,21872.639,21708.799
1970-01-01 00:01:10,1633.279,21823.487,21741.567,21889.023,21872.639,21725.183
1970-01-01 00:01:20,1645.567,21823.487,21741.567,21905.407,21872.639,21725.183
1970-01-01 00:01:30,1642.495,21823.487,21725.183,21889.023,21872.639,21725.183
1970-01-01 00:01:40,1635.327,21823.487,21725.183,21889.023,21872.639,21725.183
1970-01-01 00:01:50,1634.303,21807.103,21725.183,21872.639,21856.255,21725.183
1970-01-01 00:02:00,1634.303,21807.103,21725.183,21872.639,21856.255,21725.183
1970-01-01 00:02:10,1634.303,21807.103,21725.183,21872.639,21856.255,21725.183
1970-01-01 00:02:20,1633.279,21807.103,21708.799,21872.639,21856.255,21725.183
1970-01-01 00:02:30,1634.303,21807.103,21708.799,21856.255,21856.255,21708.799
1970-01-01 00:02:40,1637.375,21807.103,21708.799,21856.255,21856.255,21708.799
1970-01-01 00:02:50,1648.639,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:03:00,1651.711,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:03:10,1653.759,21790.719,21708.799,21856.255,21839.871,21692.415
1970-01-01 00:03:20,1649.663,21790.719,21708.799,21856.255,21839.871,21692.415
1970-01-01 00:03:30,1653.759,21807.103,21708.799,21856.255,21839.871,21692.415
1970-01-01 00:03:40,1653.759,21807.103,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:03:50,1659.903,21807.103,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:04:00,1659.903,21807.103,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:04:10,1659.903,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:04:20,1659.903,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:04:30,1657.855,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:04:40,1657.855,21807.103,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:04:50,1658.879,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:05:00,1657.855,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:05:10,1656.831,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:05:20,1654.783,21774.335,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:05:30,1652.735,21790.719,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:05:40,1651.711,21774.335,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:05:50,1650.687,21774.335,21708.799,21872.639,21839.871,21708.799
1970-01-01 00:06:00,1651.711,21774.335,21708.799,21872.639,21839.871,21692.415
1970-01-01 00:06:10,1653.759,21774.335,21708.799,21872.639,21839.871,21692.415
1970-01-01 00:06:20,1650.687,21774.335,21708.799,21872.639,21839.871,21708.799
1970-01-01 00:06:30,1650.687,21774.335,21708.799,21856.255,21839.871,21708.799
1970-01-01 00:06:40,1650.687,21774.335,21708.799,21856.255,21839.871,21692.415
1970-01-01 00:06:50,1649.663,21774.335,21708.799,21856.255,21839.871,21692.415
1970-01-01 00:07:00,1647.615,21774.335,21708.799,21856.255,21823.487,21692.415
1970-01-01 00:07:10,1646.591,21774.335,21708.799,21856.255,21823.487,21692.415
1970-01-01 00:07:20,1645.567,21774.335,21708.799,21856.255,21823.487,21692.415
1970-01-01 00:07:30,1644.543,21774.335,21708.799,21856.255,21823.487,21692.415
1970-01-01 00:07:40,1647.615,21774.335,21708.799,21856.255,21823.487,21692.415
